word	root	stem	root_kb
المتضررة	ضرر	المتضررة	ضرر
والساجدين	سجد	والساجدين	سجد
مسؤولياتهن	سءل	مسؤولياتهن	سءل
السماعة	سمع	السماعة	سمع
متشدد	شدد	متشدد	شدد
والمتخص	خصص	والمتخص	خصص
التلاء	تلو	التلاء	تلو
اصلحك	صلح	اصلحك	صلح
والمتملكة	ملك	والمتملكة	ملك
المحرك	حرك	المحرك	حرك
متوفر	وفر	متوفر	وفر
الفكرية	فكر	الفكرية	فكر
تأخروا	ءخر	تأخروا	ءخر
مجارة	مجر	مجارة	مجر
أمنهن	ءمن	أمنهن	ءمن
اهتز	هزز	اهتز	هزز
ملوع	ملع	ملوع	ملع
للشعارات	شعر	للشعارات	شعر
والتصميمات	صمم	والتصميمات	صمم
بالإستخدام	خدم	بالإستخدام	خدم
والذاكرة	ذكر	والذاكرة	ذكر
والمهنية	مهن	والمهنية	مهن
الأغنيات	غني	الأغنيات	غني
الدراسية	درس	الدراسية	درس
والمفوضية	فوض	والمفوضية	فوض
امراء	مرء	امراء	مرء
يصلحونهن	صلح	يصلحونهن	صلح
مستقبلية	قبل	مستقبلية	قبل
اعلامي	علم	اعلامي	علم
مذكرات	ذكر	مذكرات	ذكر
والتدوين	دون	والتدوين	دون
متمنعات	منع	متمنعات	منع
إستبدالات	بدل	إستبدالات	بدل
إجمع	جمع	إجمع	جمع
الإحتكاريون	حكر	الإحتكاريون	حكر
محلل	حلل	محلل	حلل
المتوفرة	وفر	المتوفرة	وفر
متأخر	ءخر	متأخر	ءخر
والمجلات	جلل	والمجلات	جلل
المتميزة	ميز	المتميزة	ميز
مجموعهن	جمع	مجموعهن	جمع
ومحركون	حرك	ومحركون	حرك
النادي	ندو	النادي	ندو
الاجنبية	جنب	الاجنبية	جنب
المتميزه	ميز	المتميزه	ميز
الصحابيان	صحب	الصحابيان	صحب
والناقلتان	نقل	والناقلتان	نقل
الدفترية	دفتر	الدفترية	دفتر
المثالية	مثل	المثالية	مثل
سيتحولون	حول	سيتحولون	حول
اختيارية	خير	اختيارية	خير
استهلن	سهل	استهلن	سهل
تماسكهن	مسك	تماسكهن	مسك
التحركات	حرك	التحركات	حرك
الراجعون	رجع	الراجعون	رجع
يتوتر	وتر	يتوتر	وتر
إرجعوا	رجع	إرجعوا	رجع
الصحفيين	صحف	الصحفيين	صحف
إنتحار	نحر	إنتحار	نحر
إكتفين	كفي	إكتفين	كفي
اسماء	سمي	اسماء	سمي
متفجر	فجر	متفجر	فجر
والراحلون	رحل	والراحلون	رحل
إنقسامهن	قسم	إنقسامهن	قسم
حركتهن	حرك	حركتهن	حرك
تحزبات	حزب	تحزبات	حزب
الرشيد	رشد	الرشيد	رشد
المتطفلة	طفل	المتطفلة	طفل
إخلعوهن	خلع	إخلعوهن	خلع
متمرن	مرن	متمرن	مرن
الاتفاق	وفق	الاتفاق	وفق
والذكريات	ذكر	والذكريات	ذكر
والشركات	شرك	والشركات	شرك
الضرورية	ضرر	الضرورية	ضرر
الخلاق	خلق	الخلاق	خلق
والشركاء	شرك	والشركاء	شرك
يستهل	سهل	يستهل	سهل
المتفرقة	فرق	المتفرقة	فرق
المغربية	غرب	المغربية	غرب
والمكتبية	كتب	والمكتبية	كتب
متمرغ	مرغ	متمرغ	مرغ
وتوزعاته	وزع	وتوزعاته	وزع
إستجوبهن	جوب	إستجوبهن	جوب
الغنثر	غنثر	الغنثر	غنثر
متفجرات	فجر	متفجرات	فجر
مستغلين	غلل	مستغلين	غلل
إعلاميون	علم	إعلاميون	علم
القرضبة	قرضب	القرضبة	قرضب
التربوية	ربو	التربوية	ربو
النقاء	نقي	النقاء	نقي
ضاوي	ضوء	ضاوي	ضوء
الثروة	ثري	الثروة	ثري
الإيجابي	وجب	الإيجابي	وجب
بغيهن	بغي	بغيهن	بغي
واتصالات	وصل	واتصالات	وصل
والمتمردين	مرد	والمتمردين	مرد
كالسيارة	سير	كالسيارة	سير
الملفات	لف	الملفات	لف
ليتعرفوا	عرف	ليتعرفوا	عرف
أساسيون	ءسس	أساسيون	ءسس
والاطلاع	طلع	والاطلاع	طلع
التنسيقي	نسق	التنسيقي	نسق
الطائرات	طير	الطائرات	طير
مغني	غني	مغني	غني
المؤشرات	ءشر	المؤشرات	ءشر
إسلاميون	سلم	إسلاميون	سلم
منبوت	نبت	منبوت	نبت
إستغلهن	غلل	إستغلهن	غلل
سيحركنهن	حرك	سيحركنهن	حرك
الدلال	دلل	الدلال	دلل
وهمية	وهم	وهمية	وهم
فالشرائح	شرح	فالشرائح	شرح
مواشي	مشي	مواشي	مشي
سيصحبا	صحب	سيصحبا	صحب
بالمواجع	وجع	بالمواجع	وجع
السكرتير		السكرتير	
التدميري	دمر	التدميري	دمر
الاستيطانية	وطن	الاستيطانية	وطن
بالتسجيل	سجل	بالتسجيل	سجل
وإعلامية	علم	وإعلامية	علم
متحسن	حسن	متحسن	حسن
فإستمراريتهن	مرر	فإستمراريتهن	مرر
فإستمراريتهم	مرر	فإستمراريتهم	مرر
إستمراريتهن	مرر	إستمراريتهن	مرر
والتوترات	وتر	والتوترات	وتر
التلقائي	لقي	التلقائي	لقي
مستمرة	مرر	مستمرة	مرر
مؤكد	ءكد	مؤكد	ءكد
والمدرس	درس	والمدرس	درس
يستهزء	هزء	يستهزء	هزء
الدراجات	درج	الدراجات	درج
مالون	ملل	مالون	ملل
موالي	ولي	موالي	ولي
الارصاد	رصد	الارصاد	رصد
الإعتراف	عرف	الإعتراف	عرف
الغرقد	غرقد	الغرقد	غرقد
السياسيون	سود	السياسيون	سود
الاحتكارية	حكر	الاحتكارية	حكر
والهئيات	هيئ	والهئيات	هيئ
الجغرافي		الجغرافي	
الاصطناعية	صنع	الاصطناعية	صنع
الصداقات	صدق	الصداقات	صدق
والصحابيين	صحب	والصحابيين	صحب
مذكرتان	ذكر	مذكرتان	ذكر
الطالبان	طلب	الطالبان	طلب
يتبدلون	بدل	يتبدلون	بدل
الاباحية	بوح	الاباحية	بوح
إشتركت	شرك	إشتركت	شرك
التنفسي	نفس	التنفسي	نفس
الناقلتين	نقل	الناقلتين	نقل
مرونه	مرن	مرونه	مرن
والمميزات	ميز	والمميزات	ميز
مأثور	ءثر	مأثور	ءثر
يتأخران	ءخر	يتأخران	ءخر
والشابات	شيب	والشابات	شيب
ويصممون	صمم	ويصممون	صمم
عملهن	عمل	عملهن	عمل
والمتخصين	خصص	والمتخصين	خصص
والساجد	سجد	والساجد	سجد
إرتباطين	ربط	إرتباطين	ربط
الضراء	ضر	الضراء	ضر
التحديات	حدي	التحديات	حدي
الإحتكارية	حكر	الإحتكارية	حكر
التقارير	قرر	التقارير	قرر
ابوك	ءبو	ابوك	ءبو
والتجاري	تجر	والتجاري	تجر
خطائون	خطي	خطائون	خطي
والسياسيين	سوس	والسياسيين	سوس
تحسنت	حسن	تحسنت	حسن
والدراسة	درس	والدراسة	درس
الإخباري	خبر	الإخباري	خبر
خصائص	خصص	خصائص	خصص
البهلوانية	بهل	البهلوانية	بهل
المعتمده	عمد	المعتمده	عمد
والاعلانات	علن	والاعلانات	علن
مستخدموا	خدم	مستخدموا	خدم
إسئلن	سءل	إسئلن	سءل
اصلاحك	صلح	اصلاحك	صلح
إيجادهن	وجد	إيجادهن	وجد
والتطوير	طور	والتطوير	طور
وإستطردت	طرد	وإستطردت	طرد
الصاغة	صوغ	الصاغة	صوغ
حفارة	حفر	حفارة	حفر
يتحركن	حرك	يتحركن	حرك
سيربح	ربح	سيربح	ربح
المتوكل	وكل	المتوكل	وكل
ولوج	ولج	ولوج	ولج
فيتعلق	علق	فيتعلق	علق
كمصيد	صيد	كمصيد	صيد
والإنعكاسات	عكس	والإنعكاسات	عكس
فاقام	قوم	فاقام	قوم
بالمصداقية	صدق	بالمصداقية	صدق
طبيعيون	طبع	طبيعيون	طبع
والمرئية	رءي	والمرئية	رءي
بالتقرير	قرر	بالتقرير	قرر
إذهبوا	ذهب	إذهبوا	ذهب
بالتوافق	وفق	بالتوافق	وفق
مصوتات	صوت	مصوتات	صوت
لتصور	صور	لتصور	صور
المتنقلة	نقل	المتنقلة	نقل
الشرائية	شرء	الشرائية	شرء
والطلبات	طلب	والطلبات	طلب
سيرسلونهن	رسل	سيرسلونهن	رسل
كتبتن	كتب	كتبتن	كتب
إنقسمت	قسم	إنقسمت	قسم
بالتقنية	تقن	بالتقنية	تقن
دموعهن	دمع	دموعهن	دمع
الاستمرارية	مرر	الاستمرارية	مرر
ميون	مين	ميون	مين
المسلحين	سلح	المسلحين	سلح
ومتسللون	سلل	ومتسللون	سلل
والسعال	سعل	والسعال	سعل
القيادية	قود	القيادية	قود
ويتحركوا	حرك	ويتحركوا	حرك
الطلبات	طلب	الطلبات	طلب
ايمان	ءمن	ايمان	ءمن
سيتركا	ترك	سيتركا	ترك
اليسارية	يسر	اليسارية	يسر
أكاذيبهن	كذب	أكاذيبهن	كذب
والمعرفية	عرف	والمعرفية	عرف
وجماهيرية	جمهر	وجماهيرية	جمهر
العباء	عبي	العباء	عبي
مدققات	دقق	مدققات	دقق
القضائية	قضي	القضائية	قضي
الثبات	ثبت	الثبات	ثبت
الشركتان	شرك	الشركتان	شرك
والإداري	دور	والإداري	دور
والرابطين	ربط	والرابطين	ربط
بالتحقيق	حقق	بالتحقيق	حقق
الدلو	دلو	الدلو	دلو
وظيفتهن	وظف	وظيفتهن	وظف
اعراء	عري	اعراء	عري
مطال	مطل	مطال	مطل
أدلة	دل	أدلة	دل
يصممان	صمم	يصممان	صمم
والشعرية	شعر	والشعرية	شعر
إفتتحان	فتح	إفتتحان	فتح
والراحلات	رحل	والراحلات	رحل
متجرح	جرح	متجرح	جرح
الماليين	مول	الماليين	مول
الدوريات	دور	الدوريات	دور
المفكرين	فكر	المفكرين	فكر
مطاط	مطط	مطاط	مطط
السياسي	سود	السياسي	سود
المنسقات	نسق	المنسقات	نسق
المجاميع	جمع	المجاميع	جمع
والتراثية	ورث	والتراثية	ورث
اللاعبين	لعب	اللاعبين	لعب
إعترافاتهن	عرف	إعترافاتهن	عرف
المدونات	دون	المدونات	دون
والعربية	عرب	والعربية	عرب
الرياض	ريض	الرياض	ريض
الإعلاميون	علم	الإعلاميون	علم
للمؤسسات	ءسس	للمؤسسات	ءسس
نمامات	نمم	نمامات	نمم
العاديين	عود	العاديين	عود
إحملوا	حمل	إحملوا	حمل
ومحركين	حرك	ومحركين	حرك
والتصريح	صرح	والتصريح	صرح
الأغن	غنن	الأغن	غنن
اباء	ءبء	اباء	ءبء
والذاهب	ذهب	والذاهب	ذهب
مداحات	مدح	مداحات	مدح
السياسية	سيس;سود	السياسية	سيس;سود
الدفاعية	دفع	الدفاعية	دفع
والتاسعة	تسع	والتاسعة	تسع
التيارات	تير	التيارات	تير
إستمكان	مكن	إستمكان	مكن
حائمة	حوم	حائمة	حوم
التنفيذي	نفذ	التنفيذي	نفذ
الصياغة	سوغ	الصياغة	سوغ
إنشغالهم	شغل	إنشغالهم	شغل
دوواوين	دون	دوواوين	دون
والمختصين	خصص	والمختصين	خصص
الداية	دوي	الداية	دوي
توترات	وتر	توترات	وتر
والخصوصية	خصص	والخصوصية	خصص
بالتوازي	وزي	بالتوازي	وزي
التنفيذيين	نفذ	التنفيذيين	نفذ
الزلازل	زلزل	الزلازل	زلزل
النقوة	نقي	النقوة	نقي
اكذوبة	كذب	اكذوبة	كذب
اثاب	ثوب	اثاب	ثوب
إستمروا	مرر	إستمروا	مرر
اجاج	ءجج	اجاج	ءجج
ابليس	بلس	ابليس	بلس
إسلاميين	سلم	إسلاميين	سلم
التشرذم	شرذم	التشرذم	شرذم
انضمت	ضمم	انضمت	ضمم
فظيحة	فظح	فظيحة	فظح
سأعرفكن	عرف	سأعرفكن	عرف
الملكي	ملك	الملكي	ملك
للتقنيات	قني	للتقنيات	قني
الدستوري	دستر	الدستوري	دستر
ويتسوقون	سوق	ويتسوقون	سوق
بالمجلات	جلل	بالمجلات	جلل
ستتحسن	حسن	ستتحسن	حسن
دمى	دمي	دمى	دمي
احدثك	حدث	احدثك	حدث
الصائغون	صوغ	الصائغون	صوغ
أنجاهن	نجي	أنجاهن	نجي
يربحان	ربح	يربحان	ربح
الخصوصية	خصص	الخصوصية	خصص
وبالنهاية	نهي	وبالنهاية	نهي
تجاريتان	تجر	تجاريتان	تجر
مستغلون	غلل	مستغلون	غلل
الرابط	ربط	الرابط	ربط
بالتنازل	نزل	بالتنازل	نزل
لتبعيته	تبع	لتبعيته	تبع
التأكيد	ءكد	التأكيد	ءكد
المطبعية	طبع	المطبعية	طبع
المستمرة	سمر	المستمرة	سمر
لايستطيع	سطع	لايستطيع	سطع
وساويس	وسوس	وساويس	وسوس
ستستبدلهن	بدل	ستستبدلهن	بدل
اختصاصية	خصص	اختصاصية	خصص
الصباغون	صبغ	الصباغون	صبغ
بالاحداث	حدث	بالاحداث	حدث
متأخرتين	ءخر	متأخرتين	ءخر
الخطابية	خطب	الخطابية	خطب
أبرياء	برئ	أبرياء	برئ
فالتفاعلية	فعل	فالتفاعلية	فعل
الإصلاحي	صلح	الإصلاحي	صلح
مطية	مطي	مطية	مطي
الندوة	ندو	الندوة	ندو
والمتحرك	حرك	والمتحرك	حرك
جغرافيين	جغرف	جغرافيين	جغرف
الرقابية	رقب	الرقابية	رقب
جماهيرية	جمهر	جماهيرية	جمهر
ملونات	لون	ملونات	لون
صيامهن	صوم	صيامهن	صوم
والتدمير	دمر	والتدمير	دمر
الدمية	دمي	الدمية	دمي
والرحابة	رحب	والرحابة	رحب
الفعالية	فعل	الفعالية	فعل
الدراسات	درس	الدراسات	درس
ممولات	مول	ممولات	مول
المرشحات	رشح	المرشحات	رشح
النرويجي		النرويجي	
تصلية	صلي	تصلية	صلي
الإسلاميين	سلم	الإسلاميين	سلم
افتراضية	فرض	افتراضية	فرض
والأدلة	دل	والأدلة	دل
والمحلل	حلل	والمحلل	حلل
والمحللون	حلل	والمحللون	حلل
التحديث	حدث	التحديث	حدث
متجبرات	جبر	متجبرات	جبر
سأستجوبهن	جوب	سأستجوبهن	جوب
مذيبات	ذوب	مذيبات	ذوب
الجنوبية	جنب	الجنوبية	جنب
بالتوقيت	وقع	بالتوقيت	وقع
ليتمكنوا	مكن	ليتمكنوا	مكن
والتشارك	شرك	والتشارك	شرك
الأحاسيس	حسس	الأحاسيس	حسس
الاتفاقيات	وقف	الاتفاقيات	وقف
بالتوقيع	وقع	بالتوقيع	وقع
النظيفة	نظف	النظيفة	نظف
الأصطدام	صدم	الأصطدام	صدم
الثلاثاء	ثلث	الثلاثاء	ثلث
البسكويت		البسكويت	
والتحليلات	حلل	والتحليلات	حلل
إتصالات	وصل	إتصالات	وصل
الراغبون	رغب	الراغبون	رغب
اعتيادية	عيد	اعتيادية	عيد
والملفات	لفف	والملفات	لفف
المتخصصة	خصص	المتخصصة	خصص
العنواين	عنن	العنواين	عنن
اسالك	سءل	اسالك	سءل
التغيرات	غير	التغيرات	غير
واتاحتها	تيح	واتاحتها	تيح
المجرب	جرب	المجرب	جرب
والاتجار	تجر	والاتجار	تجر
الإعلامية	علم	الإعلامية	علم
إستبان	بين	إستبان	بين
والصحابيان	صحب	والصحابيان	صحب
المصرفية	صرف	المصرفية	صرف
المتوفر	وفر	المتوفر	وفر
ابتدائية	بدء	ابتدائية	بدء
المدرسية	درس	المدرسية	درس
الهندسية	هندس	الهندسية	هندس
مكتفي	كفي	مكتفي	كفي
مداواه	دوء	مداواه	دوء
والدردشة	دردش	والدردشة	دردش
والتوتر	وتر	والتوتر	وتر
غربيين	غرب	غربيين	غرب
موزعة	وزع	موزعة	وزع
والشهادات	شهد	والشهادات	شهد
الإرهابي	رهب	الإرهابي	رهب
والصحابي	صحب	والصحابي	صحب
محللون	حلل	محللون	حلل
إذهبا	ذهب	إذهبا	ذهب
التدريجي	درج	التدريجي	درج
يتحركوا	حرك	يتحركوا	حرك
ستربح	ربح	ستربح	ربح
الدروس	درس	الدروس	درس
وبالتحديد	حدد	وبالتحديد	حدد
والاوراق	ورق	والاوراق	ورق
بالسيطرة	سطر	بالسيطرة	سطر
درأة	درء	درأة	درء
الإنقسام	قسم	الإنقسام	قسم
الكيول	كيل	الكيول	كيل
متخذون	ءخذ	متخذون	ءخذ
متمكن	مكن	متمكن	مكن
الحل	حلل	الحل	حلل
إختفاء	خفي	إختفاء	خفي
الثلاثين	ثلث	الثلاثين	ثلث
والرسول	رسل	والرسول	رسل
ديمومه	دوم	ديمومه	دوم
والإرهابيين	رهب	والإرهابيين	رهب
باهداف	هدف	باهداف	هدف
التشكيلات	شكل	التشكيلات	شكل
ليتحدثوا	حدث	ليتحدثوا	حدث
الاقليمي	ءقلم	الاقليمي	ءقلم
دلتهن	دل	دلتهن	دل
والبدوية	بدو	والبدوية	بدو
وللحريات	حري	وللحريات	حري
المستقلة	سقل	المستقلة	سقل
إنهيارات	هور	إنهيارات	هور
مكيث	مكث	مكيث	مكث
الرياضية	روض	الرياضية	روض
لإمكانية	مكن	لإمكانية	مكن
أدوارههم	دور	أدوارههم	دور
التجريبية	جرب	التجريبية	جرب
والدحرجة	دحرج	والدحرجة	دحرج
وإمساكية	مسك	وإمساكية	مسك
والزيارات	زور	والزيارات	زور
مجفو	جفو	مجفو	جفو
والزيارة	زور	والزيارة	زور
باربع	ربع	باربع	ربع
ممحو	محو	ممحو	محو
للشفافية	شفف	للشفافية	شفف
والمهتمين	همم	والمهتمين	همم
بالاجهزة	جهز	بالاجهزة	جهز
اللانهائية	نهي	اللانهائية	نهي
تضحياتهن	ضحو	تضحياتهن	ضحو
تجريبية	جرب	تجريبية	جرب
الاحتياطية	حوط	الاحتياطية	حوط
والترويج	روج	والترويج	روج
يتأخرن	ءخر	يتأخرن	ءخر
باللغتين	لغة	باللغتين	لغة
بالتدقيق	دقق	بالتدقيق	دقق
انبياء	نبء	انبياء	نبء
والطريقة	طرق	والطريقة	طرق
للصناعات	صنع	للصناعات	صنع
والتراسل	رسل	والتراسل	رسل
وتصممان	صمم	وتصممان	صمم
الإعتقالات	عقل	الإعتقالات	عقل
عسكرية	عسكر	عسكرية	عسكر
نباطي	نبط	نباطي	نبط
الدراسة	درس	الدراسة	درس
مازع	مزع	مازع	مزع
شادي	شدو	شادي	شدو
المتعلقة	علق	المتعلقة	علق
الجنة	جنن	الجنة	جنن
سيئاته	سوء	سيئاته	سوء
أنقاتهن	نقي	أنقاتهن	نقي
والترفيه	رفي	والترفيه	رفي
متكررات	كرر	متكررات	كرر
الحفار	حفر	الحفار	حفر
عسكرييها	عسكر	عسكرييها	عسكر
غفرانهن	غفر	غفرانهن	غفر
الأنانية	ءنن	الأنانية	ءنن
وأخصائيي	خصص	وأخصائيي	خصص
مساكة	مسك	مساكة	مسك
السافلة	سفل	السافلة	سفل
المحركان	حرك	المحركان	حرك
والساجدون	سجد	والساجدون	سجد
استئذن	ءذن	استئذن	ءذن
سمعكن	سمع	سمعكن	سمع
مجهز	جهز	مجهز	جهز
والخلاق	خلق	والخلاق	خلق
استقامتهن	قوم	استقامتهن	قوم
السباحة	سبح	السباحة	سبح
مستمرون	مرر	مستمرون	مرر
التجسسية	جسس	التجسسية	جسس
متحجر	حجر	متحجر	حجر
ضناء	ضنو	ضناء	ضنو
والتجهيزات	جهز	والتجهيزات	جهز
التكاليف	كلف	التكاليف	كلف
والتسجيلات	سجل	والتسجيلات	سجل
الضاله	ضلل	الضاله	ضلل
الشائعات	شيع	الشائعات	شيع
المحركات	حرك	المحركات	حرك
متبدلات	بدل	متبدلات	بدل
التمويل	مول	التمويل	مول
المتبدلات	بدل	المتبدلات	بدل
والفنانين	فنن	والفنانين	فنن
الشفافية	شفف	الشفافية	شفف
إمنعن	منع	إمنعن	منع
يتوترون	وتر	يتوترون	وتر
الداخلية	دخل	الداخلية	دخل
